Study ID	Citation	Year published	Year conducted (final year)	Scope	Location name	Country	"LatDD,LonDD"	Woodfuel assessed	Comparator	Comparator (specify)	Forest type  	Specific ecosystem type (author defined)	Natural/planted	"If natural forest, existing forest condition"	Forest size (include units)	Primary source of woodfuel used for domestic consumption	Primary source of woodfuel used for commercial purposes	Activity assessed	List if multiple  activities	Presence of woodfuel policy change	"Presence of alternative technologies i.e.  kilns and
cookstoves"	Short description of policy change and/or alt. technologies OR relevant policy changes known to you that are not mentioned in the paper (please add ** if it is your info and not from the paper)	Target of policy and/or alternative technologies 	"If multiple targets, specify using the same terminology under column W"	"Time elapsed since policy change, introduction of alternative technologies, or initiation of wood energy activity (years)"	Enforcement of rules governing woodfuel activities 	"Presence of other regulations on trade, energy, or environment"	Short description of other regulations on trade/ energy/ environment	"Tenure Regime type"	Tenure - Mixed (specify)	"Tenure - Formal protected area? (i.e. national park, biosphere reserve, etc.)"	Population density (pp/km2 or pp/ha)	"Recent population change in study area, including migration"	Poverty /food insecurity of majority (>50%)	Main source of income for majority (>50%) of population	"Distance to nearest market /urban center (if within urban area, select <10km)"	"Demand for woodfuel 
(local and external)"	Purpose of woodfuel use	"Other contributing factors affecting reported outcomes (i.e. agricultural expansion, livestock grazing, gender-based differences etc.)"	Study outcomes	Source of socioeconomic data	Source of socioeconomic data (specify methods)	Income	Employment	Assets	Equity	Costs	Profit	Other indicators used	Source of health data	Source of health data (specify methods)	Indoor pollution	Ilness	Other  health indicators used	Source of environmental data	Source of environmental data (specify methods)	"Forest cover (natural or planted), including above-ground biomass"	"Forest condition, including forest structure"	Biodiversity	C stocks	GHG emissions	Soil quality	Water quality
330	"Kilabuko JH, Nakai S. Effects of cooking fuels on acute respiratory infections in children in Tanzania. International journal of environmental research and public health 2007"	2007	2005	County/District/Dpt	Zanzibar	Tanzania	"-6.1710535,39.1965102"	both	None (single case study)	location and fuel type	NR	NR	NR	NR	NR	NR	NR	consumption		NR	present	"Kerone, gas, electric cokking divices"	consumption	NR	NR	absent	NR	NR	NR	NR	No	NR	NR	below poverty line / food insecure	NR	NR	high local	mostly domestic use		health	respondent perceptions/recall	Household survey	NR	NR	NR	NR	NR	NR	education and living standard	respondent perceptions/recall	Health suvey	Increase/More than comparator	Increase/More than comparator	"Mother's age, living standard, eduction and residence"	NR	NR	NR	NR	NR	NR	NR	NR	NR
332	"Kirkland T, Hunter LM, Twine W. The bush is no more'': Insights on institutional change and natural resource availability in rural South Africa Society and Natural Resources 2007"	2007	2004	County/District/Dpt	rural northeast of South Africa	South Africa	"-24.8453075,31.0489744"	firewood	None (single case study)	several locations	Mixed	semi arid	NR	mostly degraded	NR	Living trees 	Living trees 	multiple or other (specify)	harvesting and consumption	present	present	"parafin, electric devices; regulations by traditional authority against cutting of livr trees"	harvesting	NR	NR	absent	NR	NR	Community		NR	NR	NR	below poverty line / food insecure	mixed	NR	high local	mostly domestic use	"agriculture, livestock production and contruction"	environmental	respondent perceptions/recall	interviews and surveys	NR	NR	NR	NR	NR	NR		NR	NR	NR	NR	NR	respondent perceptions/recall	interviews	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR	NR
222	"Fousseni F, Marra D, Wala K, Batawila K, Zhang C, Zhao X, Akpagana K. Assessment and impact of anthropogenic disturbances in protected areas of northern Togo. Forestry Studies in China 2012; 14: 216–223"	2012	2011	Designated area/reserve	"The protected areas of Barkoas si, Galangashi and Oti-Keran, mainly situated in the savanna region (northern Togo)"	Togo	"10.2157209,0.614417"	both	Multiple case studies	Impacts of anthropogenic practices in three main protected areas	Woodlands	eco-floristic zone 1 or the northern plain: shrubby savanna and old fallows	Natural	NR	"These protected areas cover 2000 ha for Barkoissi, 7500 ha for Galangashi and 163640 ha for Oti-Keran (p. 217)"	Living trees 	NR	multiple or other (specify)	"harvesting, processing"	NR	NR	NR	NR	NR	NR	NR	environmental	"p. 217: Hence, the protection and restoration of protected areas, perpetually subjected to anthropogenic activi- ties, have become a preoccupation of planners. This preoccupation was clearly expressed by the UICN/ PACO (2008) about the establishment of a standard framework for protected area management and the requalification and renewed demarcation of protected areas."	Mixed (specify)	State or de facto open access	Yes	NR	NR	NR	agriculture / livestock	NR	high external	mostly domestic use	"Bush fires, the use of pastures"	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	Floristic sampling and questionnaires	Decrease/Less than comparator	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR
222	"Fousseni F, Marra D, Wala K, Batawila K, Zhang C, Zhao X, Akpagana K. Assessment and impact of anthropogenic disturbances in protected areas of northern Togo. Forestry Studies in China 2012; 14: 216–223"	2012	2011	Designated area/reserve	"The protected areas of Barkoas si, Galangashi and Oti-Keran, mainly situated in the savanna region (northern Togo)"	Togo	"10.2157209,0.5443792"	both	Multiple case studies	Impacts of anthropogenic practices in three main protected areas	Woodlands	eco-floristic zone 1 or the northern plain: shrubby savanna and old fallows	Natural	NR	"These protected areas cover 2000 ha for Barkoissi, 7500 ha for Galangashi and 163640 ha for Oti-Keran (p. 217)"	Living trees 	NR	multiple or other (specify)	"harvesting, processing"	NR	NR	NR	NR	NR	NR	NR	environmental	"p. 217: Hence, the protection and restoration of protected areas, perpetually subjected to anthropogenic activi- ties, have become a preoccupation of planners. This preoccupation was clearly expressed by the UICN/ PACO (2008) about the establishment of a standard framework for protected area management and the requalification and renewed demarcation of protected areas."	Mixed (specify)	State or de facto open access	Yes	NR	NR	NR	agriculture / livestock	NR	high external	mostly domestic use	"Bush fires, the use of pastures"	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	Floristic sampling and questionnaires	Decrease/Less than comparator	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR
337	"Kouami K, Yaovi N, Honan A. Impact of charcoal production on woody plant species in West Africa: A case study in Togo. Scientific Research and Essays 2009"	2009	NR	Village/city	Togo	Togo	"10.1244497,0.8650335"	both	None (single case study)		Mixed	"dry forest, park and sudanian savannah"	NR	slightly degraded	NR	Mix of deadwood and living trees	NR	consumption		NR	NR	NR	consumption	NR	NR	NR	NR	NR	NR	NR	Yes	NR	NR	NR	mixed	NR	high local	mostly domestic use	agriculture	environmental	other (specify)	"interview, FGDs"	NR	NR	NR	NR	NR	NR		NR		NR	NR	NR	other (specify)	Blum Leiss and GSP	Decrease/Less than comparator	Decrease/Less than comparator	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR
246	"Gumbo DJ, Moombe, KB, Kandulu MM, Kabwe G, Ojanen M, Ndhlovu E, Sunderland TCH. Dynamics of the charcoal and indigenous timber trade in Zambia: a scoping study in Eastern, Northern and Northwestern provinces. CIFOR Occasional Paper 2013: 78 pg"	2013	NR	Province/region	Eastern province	Zambia	"-9.3304408,32.7503944"	charcoal	None (single case study)	"To identify and characterise the social, economic and environmental issues pertaining to charcoal and timber production and trade in Zambia"	Woodlands	NR	Natural	NR	NR	NR	NR	multiple or other (specify)	"harvesting, processing, trade/markeing, transportation"	NR	NR	NR	NR	NR	NR	absent	multiple	"p. 37: The most relevant regulations, provided for
under the Forest Act of 1973, control production (manufacturing) and conveyance (movement). Government requires that traders carry production and conveyance licences, receipts and national registration cards with the name of the person indicated on the licence, whenever trading in charcoal.[...]. There is no specific trading licence for charcoal, but district and urban trade by-laws and regulations may apply. These institutions regulate the trading of charcoal under the Market and Bus Station Act of 2007 (GRZ 2007); the Local Government Act of 1991, which allows local government entities
to formulate by-laws to extract levies from forest products leaving the district, also applies. Although there are no licences for trading, in some cases such as in Chililabombwe (C), traders obtain permission to trade in charcoal."	Mixed (specify)	p. 19: Customary area and forest reserves. Some private farms and statelands. Often de facto open access with decreasing power of traditional authorities over management of forest resources.	Yes	NR	NR	NR	NR	NR	high local - high external	NR	"weakened traditional control, weak state control"	multiple	multiple (specify)	"interviews, field observations, literature review"	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	Mixed	Gender: Women are increasingly involved in charcoal production rather than retail; (p. 27)	NR	NR	NR	NR	NR	multiple (specify)	"interviews, field observations, literature review"	Mixed	Decrease/Less than comparator	NR	NR	NR	NR	NR
246	"Gumbo DJ, Moombe, KB, Kandulu MM, Kabwe G, Ojanen M, Ndhlovu E, Sunderland TCH. Dynamics of the charcoal and indigenous timber trade in Zambia: a scoping study in Eastern, Northern and Northwestern provinces. CIFOR Occasional Paper 2013: 78 pg"	2013	NR	Province/region	Northern (now Muchinga) province 	Zambia	"-10.5463303,32.0227857"	charcoal	None (single case study)	"To identify and characterise the social, economic and environmental issues pertaining to charcoal and timber production and trade in Zambia"	Woodlands	NR	Natural	NR	NR	NR	NR	multiple or other (specify)	"harvesting, processing, trade/markeing, transportation"	NR	NR	NR	NR	NR	NR	absent	multiple	"p. 37: The most relevant regulations, provided for
under the Forest Act of 1973, control production (manufacturing) and conveyance (movement). Government requires that traders carry production and conveyance licences, receipts and national registration cards with the name of the person indicated on the licence, whenever trading in charcoal.[...]. There is no specific trading licence for charcoal, but district and urban trade by-laws and regulations may apply. These institutions regulate the trading of charcoal under the Market and Bus Station Act of 2007 (GRZ 2007); the Local Government Act of 1991, which allows local government entities
to formulate by-laws to extract levies from forest products leaving the district, also applies. Although there are no licences for trading, in some cases such as in Chililabombwe (C), traders obtain permission to trade in charcoal."	Mixed (specify)	p. 19: Customary area and forest reserves. Some private farms and statelands. Often de facto open access with decreasing power of traditional authorities over management of forest resources.	Yes	NR	NR	NR	NR	NR	high local - high external	NR	"weakened traditional control, weak state control"	multiple	multiple (specify)	"interviews, field observations, literature review"	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	Mixed	Gender: Women are increasingly involved in charcoal production rather than retail; (p. 27)	NR	NR	NR	NR	NR	multiple (specify)	"interviews, field observations, literature review"	Mixed	Decrease/Less than comparator	NR	NR	NR	NR	NR
246	"Gumbo DJ, Moombe, KB, Kandulu MM, Kabwe G, Ojanen M, Ndhlovu E, Sunderland TCH. Dynamics of the charcoal and indigenous timber trade in Zambia: a scoping study in Eastern, Northern and Northwestern provinces. CIFOR Occasional Paper 2013: 78 pg"	2013	NR	Province/region	 Northwestern province	Zambia	"-12.0033877,24.1622413"	charcoal	None (single case study)	"To identify and characterise the social, economic and environmental issues pertaining to charcoal and timber production and trade in Zambia"	Woodlands	NR	Natural	NR	NR	NR	NR	multiple or other (specify)	"harvesting, processing, trade/markeing, transportation"	NR	NR	NR	NR	NR	NR	absent	multiple	"p. 37: The most relevant regulations, provided for
under the Forest Act of 1973, control production (manufacturing) and conveyance (movement). Government requires that traders carry production and conveyance licences, receipts and national registration cards with the name of the person indicated on the licence, whenever trading in charcoal.[...]. There is no specific trading licence for charcoal, but district and urban trade by-laws and regulations may apply. These institutions regulate the trading of charcoal under the Market and Bus Station Act of 2007 (GRZ 2007); the Local Government Act of 1991, which allows local government entities
to formulate by-laws to extract levies from forest products leaving the district, also applies. Although there are no licences for trading, in some cases such as in Chililabombwe (C), traders obtain permission to trade in charcoal."	Mixed (specify)	p. 19: Customary area and forest reserves. Some private farms and statelands. Often de facto open access with decreasing power of traditional authorities over management of forest resources.	Yes	NR	NR	NR	NR	NR	high local - high external	NR	"weakened traditional control, weak state control"	multiple	multiple (specify)	"interviews, field observations, literature review"	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	Increase/More than comparator	Mixed	Gender: Women are increasingly involved in charcoal production rather than retail; (p. 27)	NR	NR	NR	NR	NR	multiple (specify)	"interviews, field observations, literature review"	Mixed	Decrease/Less than comparator	NR	NR	NR	NR	NR
342	"Kutsch WL, Merbold L, Ziegler W, Mukelabai MM, Muchinda M, Kolle O, Scholes RJ. The charcoal trap: Miombo forests and the energy needs of people. Carbon balance and management 2011"	2011	2009	Plot/sample site(s)	in/outside Kataba Forest Reserve	Zambia	"-15.7166615,22.2960612"	charcoal	Control-Impact	The measurements at Kataba compared protected area (3 plots - original data? as control) with a highly disturbed plot outside the forest reserve (other studies?)	Woodlands	Miombo woodlnd	Natural	mostly degraded	NR	NR	NR	harvesting		NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	No	NR	NR	NR	NR	NR	high external	mostly commercial/processing use	NR	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	direct measuremets and some estimation using equation (ex. allometric equation for above ground biomass)	Decrease/Less than comparator	NR	NR	Neutral/No change	NR	NR	NR
345	"Larinde SL, Olasupo OO. Socio-economic importance of fuelwood production in Gambari forest reserve area, Oyo State, Nigeria. Journal of Agriculture and Social Research 2011; 11:201-9"	2011	2008	Designated area/reserve	Gambari Forest Reserve	Nigeria	"7.1333386,3.7983144"	firewood	None (single case study)	119 household interviews	Forests	secondary high forest	Both	NR	NR	NR	NR	multiple or other (specify)	"harvest, and more on selling/marketing (costs and revenue/profit)"	NR	NR	NR	NR	NR	NR	NR	NR	NR	Mixed (specify)	p.208 58% respondents resident of the reserve while the rest from adjoining communities 	Yes	NR	NR	NR	NR	NR	high external	mostly commercial/processing use	"gender-men, education level to affect income levels"	socioeconomic	NR	NR	Increase/More than comparator	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
355	"Luoga EJ, Witkowski ET F, Balkwill K. Economics of charcoal production in miombo woodlands of eastern Tanzania: some hidden costs associated with commercialization of the resources. Ecological Economics 2000"	2000	1997	Village/city	communal land surrounding Kiitalanghalo Forest Reserve	Tanzania	"-5.9999947,36.8793945"	charcoal	None (single case study)		Woodlands	Miombo woodlnd	Natural	NR	>13000ha(woodland in general land)	Living trees 	Living trees 	multiple or other (specify)	"harvesting, processing, selling charcoal"	NR	NR	NR	NR	NR	NR	present	trade	"licensed wholeseller required to pay tax to local authorities, but practically they avoid paying to maximize benefits..l."	Community		NR	4640/16500ha	NR	below poverty line / food insecure	forest	> 60 km	high external	mostly commercial/processing use	"low opportunity cost of labour due to persistent unemployment, thus low shadwo prices applied for CBA, nearness to highway"	socioeconomic	respondent perceptions/recall	informant interview + charcoal production measurements	NR	NR	NR	NR	NR	Mixed	profitable from producer's view but negative if accounting for labour and raw material (environmental) costs	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR
356	"Luoga EJ. Witkowski ETF, Balkwill K. Land cover and use changes in relation to the institutional framework and tenure of land and resources in eastern Tanzania miombo woodlands. Environment Development and Sustainability 2005"	2005	1998	Village/city	communal land surrounding Kiitalanghalo Forest Reserve	Tanzania	"-5.9999947,36.8793945"	charcoal	Time series	land use change 1964-1982/1982-1996 and also comapring to forest reserve	Woodlands	Miombo woodlnd	Natural	mostly degraded	>13000ha(woodland in general land)	NR	Living trees 	harvesting		NR	NR	"(not on study site-general land, policy change completely ban exploitation in nearby forest reserve"	NR	NR	NR	NR	multiple	"liberization, market economy from 1982 which accerelated charcoal demand from Dar es Salam"	Open access		NR	4640/16500ha	NR	below poverty line / food insecure	agriculture / livestock	> 60 km	high external	mostly commercial/processing use	weak tenure and institutions to govern resource exploitation by individuals in general land. concentration of people due to resettlement; highway; shifting cultivation	environmental	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	NR	multiple (specify)	"participatory rural appraisal; interviews, aerial photos"	Decrease/Less than comparator	Decrease/Less than comparator	NR	NR	NR	NR	NR
